5;1;4230311;8424615
!000001;20210427;29.2394;81.4586
!000001;20210428;32.4447;84.5558
!000002;20210427;1.3793;6.0646
!000002;20210428;-0.9660;7.7756
!000004;20210427;-34.1353;-41.1290
!000004;20210428;-37.1595;-45.5312
!000005;20210427;-10.2767;-19.5035
!000005;20210428;-11.8110;-19.1336
!000006;20210427;-7.8671;17.0851
!000006;20210428;-8.1456;19.3425
!000007;20210427;-58.1264;-54.1409
!000007;20210428;-57.9509;-51.3580
!000008;20210427;-15.9851;-28.0255
!000008;20210428;-14.1221;-28.1150
!000009;20210427;39.1534;66.4557
!000009;20210428;37.0801;68.9490
!000010;20210427;10.1781;19.2837
!000010;20210428;9.2040;17.3797
!000011;20210427;-8.5776;46.1714
!000011;20210428;-8.3986;51.2338
!000012;20210427;44.3697;97.0183
!000012;20210428;42.3810;102.4831
!000014;20210427;-14.4552;-3.0444
!000014;20210428;-15.8180;-4.1805
!000016;20210427;7.1918;-21.1587
!000016;20210428;-2.1807;-18.8630
!000017;20210427;6.8548;-26.3889
!000017;20210428;10.0000;-27.6712
!000019;20210427;-8.7291;-1.1127
!000019;20210428;-8.8427;-1.8207
!000020;20210427;-7.6617;-1.4862
!000020;20210428;-11.1437;-1.6234
!000021;20210427;-13.8273;-7.5911
!000021;20210428;-14.9296;-9.6259
!000023;20210427;-4.1333;-16.6309
!000023;20210428;-3.2960;-14.7945
!000025;20210427;-22.9024;-22.9755
!000025;20210428;-23.5479;-23.1376
!000026;20210427;15.9536;85.2839
!000026;20210428;24.6291;100.4773
!000027;20210427;60.1476;96.1582
!000027;20210428;58.7477;94.8023
!000028;20210427;-18.1140;-4.3540
!000028;20210428;-15.1987;-5.0023
!000029;20210427;-29.8640;-28.0423
!000029;20210428;-29.3015;-34.2919
!000030;20210427;-4.4000;42.8287
!000030;20210428;-6.1438;44.1767
!000031;20210427;-21.9298;-32.7032
!000031;20210428;-20.6593;-30.7102
!000032;20210427;-2.1967;20.1104
!000032;20210428;-5.3254;13.5423
!000034;20210427;-33.1121;-30.9553
!000034;20210428;-32.5851;-29.5307
!000035;20210427;-4.1096;-13.5802
!000035;20210428;-4.1096;-11.7647
!000036;20210427;-10.7914;20.7792
!000036;20210428;-9.0909;21.7105
!000037;20210427;-33.5516;-31.9933
!000037;20210428;-32.9743;-30.9137
!000038;20210427;1.8584;20.9034
!000038;20210428;5.2632;15.7360
!000039;20210427;33.8397;107.8637
!000039;20210428;21.4786;106.2087
!000040;20210427;-18.6709;-23.2836
!000040;20210428;-19.3146;-21.2766
!000042;20210427;-6.3991;-10.1042
