5;1;4230315;8424619;12618923
!000001;20210427;81.7524;72.5058;9.2466
!000001;20210428;84.9091;77.2622;7.6470
!000002;20210427;19.8952;11.0667;8.8285
!000002;20210428;18.6477;7.7333;10.9144
!000004;20210427;6.9022;7.4356;-0.5334
!000004;20210428;1.5957;1.7162;-0.1205
!000005;20210427;31.0976;43.9655;-12.8680
!000005;20210428;29.2683;41.3793;-12.1110
!000006;20210427;16.2892;42.5373;-26.2481
!000006;20210428;16.8328;44.7761;-27.9434
!000007;20210427;16.4921;16.9128;-0.4206
!000007;20210428;19.5026;20.0000;-0.4974
!000008;20210427;4.7009;15.7143;-11.0134
!000008;20210428;4.2735;14.2857;-10.0122
!000009;20210427;86.9565;85.2018;1.7547
!000009;20210428;88.7352;87.2197;1.5154
!000010;20210427;37.1041;55.0336;-17.9295
!000010;20210428;39.8190;59.0604;-19.2414
!000011;20210427;19.7645;42.9539;-23.1894
!000011;20210428;20.1009;44.0379;-23.9370
!000012;20210427;98.2379;97.2696;0.9683
!000012;20210428;98.5743;97.8788;0.6956
!000014;20210427;9.5425;27.7567;-18.2142
!000014;20210428;7.4510;21.6730;-14.2220
!000016;20210427;16.0458;23.4177;-7.3719
!000016;20210428;16.6189;24.6835;-8.0646
!000017;20210427;29.9539;52.2936;-22.3397
!000017;20210428;29.4931;51.3761;-21.8831
!000019;20210427;21.7241;49.6063;-27.8822
!000019;20210428;20.0000;45.6693;-25.6693
!000020;20210427;20.7207;24.3816;-3.6609
!000020;20210428;17.8679;21.0247;-3.1569
!000021;20210427;6.7019;10.3203;-3.6183
!000021;20210428;5.4674;7.8292;-2.3618
!000023;20210427;28.0212;31.7536;-3.7323
!000023;20210428;28.1541;31.9905;-3.8365
!000025;20210427;6.9553;16.5821;-9.6268
!000025;20210428;6.9553;16.5821;-9.6268
!000026;20210427;72.1273;84.2188;-12.0914
!000026;20210428;78.4161;96.8750;-18.4589
!000027;20210427;52.2496;45.4795;6.7701
!000027;20210428;51.5297;44.6575;6.8722
!000028;20210427;18.6298;22.2160;-3.5863
!000028;20210428;22.1962;26.4689;-4.2728
!000029;20210427;18.8088;25.3807;-6.5719
!000029;20210428;19.5611;26.3959;-6.8348
!000030;20210427;58.7209;34.0836;24.6373
!000030;20210428;58.9147;34.4051;24.5096
!000031;20210427;2.4735;4.6667;-2.1932
!000031;20210428;4.2403;8.0000;-3.7597
!000032;20210427;20.9404;27.0859;-6.1454
!000032;20210428;17.2502;22.3700;-5.1199
!000034;20210427;3.6982;3.6982;0
!000034;20210428;5.1282;5.1282;0
!000035;20210427;25.0000;43.2432;-18.2432
!000035;20210428;25.0000;43.2432;-18.2432
!000036;20210427;33.9713;22.7848;11.1865
!000036;20210428;33.0144;20.2532;12.7612
!000037;20210427;3.6388;8.9850;-5.3462
!000037;20210428;3.4367;8.4859;-5.0492
!000038;20210427;32.7406;79.8469;-47.1064
!000038;20210428;31.5900;77.0408;-45.4509
!000039;20210427;74.7748;56.8627;17.9120
!000039;20210428;72.7273;48.2115;24.5158
!000040;20210427;24.3750;25.8278;-1.4528
!000040;20210428;25.6250;27.1523;-1.5273
!000042;20210427;15.2439;39.3701;-24.1262
!000042;20210428;14.3293;37.0079;-22.6786
!000045;20210427;40.1639;71.1610;-30.9971
!000045;20210428;36.0656;63.6704;-27.6048
!000046;20210427;1.6736;2.3669;-0.6932
!000046;20210428;2.0921;2.9586;-0.8665
!000048;20210427;26.7370;41.2203;-14.4833
!000048;20210428;29.8593;49.6708;-19.8115
!000049;20210427;82.9837;75.0621;7.9216
!000049;20210428;81.9877;73.1438;8.8439
!000050;20210427;25.1309;9.7826;15.3483
!000050;20210428;23.9092;7.8804;16.0288
!000055;20210427;34.4828;41.3223;-6.8396
!000055;20210428;28.2759;33.8843;-5.6084
!000056;20210427;53.2751;84.1379;-30.8628
!000056;20210428;45.8515;72.4138;-26.5623
!000058;20210427;9.8250;31.4655;-21.6405
!000058;20210428;9.6904;31.0345;-21.3440
!000059;20210427;82.0823;78.8571;3.2252
!000059;20210428;93.7046;92.5714;1.1332
!000060;20210427;70.6439;56.9444;13.6995
!000060;20210428;68.7500;54.1667;14.5833
!000061;20210427;6.8894;15.0685;-8.1791
!000061;20210428;7.5157;16.4384;-8.9227
!000062;20210427;49.1566;85.0000;-35.8434
!000062;20210428;59.8795;96.5049;-36.6253
!000063;20210427;7.2500;12.8889;-5.6389
!000063;20210428;9.4000;16.7111;-7.3111
!000065;20210427;29.2845;29.2845;0
!000065;20210428;26.7887;26.7887;0
!000066;20210427;9.4416;0.5495;8.8921
!000066;20210428;9.4416;2.8970;6.5446
!000068;20210427;16.3265;30.4762;-14.1497
!000068;20210428;13.2653;24.7619;-11.4966
!000069;20210427;76.7266;70.7838;5.9427
!000069;20210428;75.9697;69.8337;6.1360
!000070;20210427;2.4540;4.5455;-2.0915
!000070;20210428;2.6994;5.0000;-2.3006
!000078;20210427;19.1489;34.0909;-14.9420
!000078;20210428;19.1489;34.0909;-14.9420
!000088;20210427;22.4291;16.4384;5.9908
!000088;20210428;23.2679;18.7215;4.5464
!000089;20210427;23.0248;54.8387;-31.8139
!000089;20210428;26.6366;63.4409;-36.8043
!000090;20210427;21.8367;34.2246;-12.3879
!000090;20210428;21.9917;37.9679;-15.9762
!000096;20210427;17.5258;38.2883;-20.7625
!000096;20210428;14.2268;31.0811;-16.8543
!000099;20210427;14.3678;27.0270;-12.6592
!000099;20210428;14.3678;27.0270;-12.6592
!000100;20210427;83.5659;75.7991;7.7668
!000100;20210428;79.6899;68.4337;11.2562
!000150;20210427;51.9520;80.4651;-28.5132
!000150;20210428;52.2523;80.9302;-28.6780
!000151;20210427;23.5632;23.5632;0
!000151;20210428;21.0728;21.0728;0
!000153;20210427;22.9323;59.6091;-36.6768
!000153;20210428;20.4261;53.0945;-32.6684
!000155;20210427;60.5866;55.6718;4.9148
!000155;20210428;61.8741;57.0161;4.8580
!000156;20210427;7.0796;14.4796;-7.4000
!000156;20210428;7.5221;15.3846;-7.8625
!000157;20210427;59.8000;53.5797;6.2203
!000157;20210428;60.5000;54.3880;6.1120
!000158;20210427;11.2782;30.3030;-19.0248
!000158;20210428;12.6566;34.0067;-21.3501
!000159;20210427;51.0204;58.3732;-7.3528
!000159;20210428;49.3197;55.9809;-6.6611
!000166;20210427;11.7302;1.8018;9.9284
!000166;20210428;10.5572;0.8772;9.6800
!000301;20210422;86.8114;85.1224;1.6889
!000301;20210423;85.6427;83.8041;1.8386
!000333;20210427;54.8344;8.7015;46.1330
!000333;20210428;56.1578;11.4793;44.6785
!000338;20210427;42.3271;30.2609;12.0662
!000338;20210428;41.1765;28.8696;12.3069
!000400;20210427;18.7273;12.5245;6.2028
!000400;20210428;20.1818;14.0900;6.0918
!000401;20210427;8.5185;19.7708;-11.2523
!000401;20210428;8.0247;18.6246;-10.6000
!000402;20210427;20.0873;20.0873;0
!000402;20210428;20.0873;20.0873;0
!000403;20210427;61.0589;26.5673;34.4915
!000403;20210428;61.7770;27.9330;33.8440
!000404;20210427;31.2757;10.6952;20.5805
!000404;20210428;30.8642;10.1604;20.7038
!000407;20210427;57.6642;38.7324;18.9318
!000407;20210428;65.9367;50.7042;15.2325
!000408;20210427;85.6465;75.1540;10.4925
!000408;20210428;92.0522;86.2423;5.8099
!000409;20210427;48.4211;48.4211;0
!000409;20210428;47.3684;47.3684;0
!000410;20210427;40.7725;54.9133;-14.1408
!000410;20210428;38.6266;52.0231;-13.3965
!000411;20210427;22.4835;25.7168;-3.2332
!000411;20210428;22.6246;25.9774;-3.3528
!000413;20210427;9.1787;15.5738;-6.3950
!000413;20210428;9.6618;16.3934;-6.7316
!000415;20210427;11.4130;20.3883;-8.9753
!000415;20210428;11.9565;21.3592;-9.4027
!000416;20210427;16.9271;25.0965;-8.1694
!000416;20210428;11.1979;16.8627;-5.6648
!000417;20210427;30.3681;77.4194;-47.0513
!000417;20210428;24.8466;62.9032;-38.0566
!000419;20210427;51.0949;48.8550;2.2399
!000419;20210428;50.3650;48.0916;2.2734
!000420;20210427;83.8983;83.8983;0
!000420;20210428;91.5254;91.5254;0
!000421;20210427;23.4761;19.6923;3.7838
!000421;20210428;22.6524;18.1538;4.4985
!000422;20210427;97.5904;97.4790;0.1114
!000422;20210428;93.1727;92.8270;0.3457
!000423;20210427;39.1289;19.2941;19.8348
!000423;20210428;40.0169;20.8627;19.1541
!000425;20210427;66.2757;66.2757;0
!000425;20210428;68.3284;68.3284;0
!000426;20210427;29.7342;22.9682;6.7660
!000426;20210428;29.2359;21.9081;7.3278
!000428;20210427;50.0000;64.7436;-14.7436
!000428;20210428;49.5050;64.1026;-14.5976
!000429;20210427;84.5304;84.5304;0
!000429;20210428;87.8453;87.8453;0
!000430;20210427;51.1905;51.1905;0
!000430;20210428;73.4127;73.4127;0
!000488;20210427;70.7300;67.6623;3.0676
!000488;20210428;69.2018;65.6619;3.5400
!000498;20210427;37.2881;37.2881;0
!000498;20210428;38.9831;38.9831;0
